"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Z-momentum: Residual"
1.0,1.0,1.0,0.0,0.0
2.0,0.7033558838555113,0.7115379575685503,0.4419765737969444,0.7355157367927343
3.0,0.7053861850978672,0.7188220087656796,0.50071259651603,0.550960417936118
4.0,0.6653182971143583,0.6941132137832724,0.7492457148416842,0.7960064157479748
5.0,0.592655119706816,0.6150623615962257,0.9999999999999999,1.0
6.0,0.49224067446562464,0.5050806333085078,1.042837978650115,1.0732508245565173
7.0,0.4044673441728573,0.4020909646762008,0.9814845250688473,1.013755960697438
8.0,0.33537415583995284,0.3177569783220382,0.8512075235393876,0.8739301238773012
9.0,0.27970232070844914,0.2552307090128433,0.7225322085295689,0.7284475519112694
10.0,0.23960058981281446,0.20871552190219497,0.6195216826325679,0.589460571202719
11.0,0.22003930843717318,0.18022654500371615,0.5511254690035972,0.46629158671621723
12.0,0.2143010934658039,0.16274789448896088,0.5069122566626906,0.37151126236071136
13.0,0.21431733718275003,0.15064930988481068,0.4550710573285286,0.30046385979023493
14.0,0.2104506521848144,0.14498549953245507,0.4004290513426312,0.24522975080938791
15.0,0.1972548939164751,0.13946080245324663,0.36945231399780903,0.18794090073295344
16.0,0.18409359505168668,0.132362839050729,0.3425575458268786,0.13317841860211166
17.0,0.17310202048033302,0.12616909751779537,0.3193633735846738,0.09492807342627402
18.0,0.16610026956320184,0.12394689843990658,0.29360951164410753,0.06974803575730915
19.0,0.15798687503762446,0.12194352137316537,0.27362007061336946,0.050784902961360526
20.0,0.148254802778908,0.11840181612362898,0.2511389204040055,0.03635472777136556
21.0,0.13875919606754433,0.11412390899868749,0.23553769030737484,0.025503034986654592
22.0,0.12944142779512235,0.10943799964396618,0.2220634434566594,0.017135721172604406
23.0,0.1216719712071653,0.10357891170065378,0.21088399176209988,0.011024327894748987
24.0,0.1148821195796494,0.09812980996813889,0.19852706398339154,0.00530463300082284
25.0,0.10935691367750877,0.09212696380817312,0.18825809181168796,0.003136579754878015
26.0,0.10352784920376604,0.08623312016194239,0.18005349916661018,0.0028441704149194443
27.0,0.0964091680308079,0.08069009183534545,0.17050515068009206,0.0037449299686492495
28.0,0.08826503345417162,0.07507791353440665,0.1618901927875875,0.004671371572217569
29.0,0.08057670674922283,0.07067409355540684,0.1534464927728441,0.005387507565937172
30.0,0.07404405804135093,0.06657157031833774,0.1452494690000151,0.005933487015146124
31.0,0.0685958108353775,0.06233056090232307,0.13823871778673957,0.0062752429475073255
32.0,0.06316887230802241,0.05849151232046437,0.13091798387271006,0.006475154452647494
33.0,0.05871835741198057,0.05541253583147805,0.12417733749173329,0.006683090318346333
34.0,0.05507730385289798,0.053236619580810544,0.11762005277245456,0.006944739174861856
35.0,0.05201516399023721,0.05085906481954558,0.11175695370803863,0.007292793939049881
36.0,0.04886217032644044,0.048717659209838435,0.10554563553710851,0.007553887559607022
37.0,0.04567568638243927,0.046751487737764955,0.10005902396512764,0.00781180332137526
38.0,0.04266335889767175,0.04542382228436768,0.09499848554063076,0.007947448376218292
39.0,0.040424936268522046,0.04419795546361445,0.08987934073980466,0.007888775447659773
40.0,0.038641095606612316,0.04265093672190512,0.0854908692492816,0.007906251775675164
41.0,0.03696575526799801,0.04087101255092535,0.08188982887996435,0.007874304279618615
42.0,0.03489309820579514,0.038925765527791124,0.0787434196061304,0.0076640708021864104
43.0,0.03310534491607241,0.03761789669765242,0.0751848517987207,0.007239931035272788
44.0,0.031583178610892076,0.03624871753143191,0.07230535915680537,0.006751247152051411
45.0,0.030134709392397627,0.03490742600498326,0.06983855721271671,0.00628816780945991
46.0,0.02897552376946793,0.03361113627074354,0.06768134470298232,0.005895263160061656
47.0,0.02827157982358337,0.032388648679635694,0.06539380622934259,0.005471367317010663
48.0,0.027665922434225883,0.031104272006967134,0.06303411543067997,0.0050713782085079475
49.0,0.026876708505636965,0.029706344166115367,0.060678048898552835,0.004695660584186002
50.0,0.025915492139372734,0.028385394469290937,0.058390955536489604,0.004312198934601366
51.0,0.02480295255483407,0.027012822973348814,0.05611001782821402,0.003926012001520276
52.0,0.023710343951378585,0.02573681494484081,0.053789441163873845,0.0035536433338084388
53.0,0.02260445708949569,0.024570843907188472,0.05120890222856545,0.003279838218878152
54.0,0.02159089836560575,0.02343050424234092,0.048817836630226485,0.0029585098312530232
55.0,0.020670396288933784,0.022337177231610647,0.04662707412327468,0.0025818994896762565
56.0,0.019837296214430408,0.02124811063446117,0.04451418629513903,0.00230769789140715
57.0,0.019024847500135944,0.020205828567808847,0.04242397487917949,0.0022503912614538725
58.0,0.018252344177849072,0.019211302707586957,0.040362911339522425,0.002300612268641949
59.0,0.01749855986917413,0.01825384238338546,0.03835179517670862,0.0024025929079800916
60.0,0.016746053584244427,0.017364093960909897,0.03642904881568941,0.0025318940714964444
61.0,0.016052719244008726,0.016529771877311257,0.03464129147809618,0.0026740863641608755
62.0,0.015418970419376742,0.015738193693849194,0.03292734685239756,0.0028252239644039785
63.0,0.014792256831901102,0.01494109046369881,0.03131865008237473,0.0029763672742946098
64.0,0.014113946297932483,0.014135451015938551,0.02987607321681678,0.003115374454155179
65.0,0.013446772577188982,0.013368098987708172,0.028518458349339734,0.00323234367308996
